YEAR,MONTH,DAY,PRCP,SNOW,SNWD,TMAX,TMIN,ADPT,AWBT,AWND,EVAP,FMTM,FRGB,FRGT,FRTH,RHAV,RHMN,RHMX,TAVG
2004,4,7,0,,,194,-17,,,16,,2017,,,,,,,89
2004,4,8,0,,,200,-28,,,18,,1340,,,,,,,89
2004,4,9,0,,,200,-33,,,23,,1640,,,,,,,83
2004,4,10,0,,,206,6,,,25,,1557,,,,,,,106
2004,4,11,0,,,239,-50,,,30,,908,,,,,,,94
2004,4,12,0,,,211,-17,,,31,,1313,,,,,,,100
2004,4,13,8,,,172,17,,,47,,1728,,,,,,,94
2004,4,14,10,,,117,0,,,57,,2359,,,,,,,61
2004,4,15,43,,,100,-61,,,32,,7,,,,,,,22
2004,4,16,0,,,122,-50,,,28,,1545,,,,,,,39
2004,4,17,0,,,94,-44,,,25,,1427,,,,,,,28
2004,4,18,23,,,83,-6,,,26,,1343,,,,,,,39
2004,4,19,0,,,94,0,,,53,,2354,,,,,,,50
2004,4,20,48,,,106,28,,,52,,1123,,,,,,,67
2004,4,21,97,,,83,-11,,,51,,1717,,,,,,,39
2004,4,22,3,,,150,0,,,25,,1158,,,,,,,78
2004,4,23,0,,,172,-44,,,17,,1804,,,,,,,67
2004,4,24,0,,,194,-17,,,13,,1731,,,,,,,89
2004,4,25,0,,,244,-22,,,13,,1550,,,,,,,111
2004,4,26,0,,,267,-6,,,9,,1252,,,,,,,133
2004,4,27,0,,,267,6,,,42,,1508,,,,,,,139
2004,4,28,0,,,139,11,,,55,,1430,,,,,,,78
2004,4,29,0,,,178,-39,,,22,,1243,,,,,,,72
2004,4,30,0,,,239,-50,,,9,,1345,,,,,,,94
2004,5,1,0,,,261,-17,,,17,,1427,,,,,,,122
2004,5,2,0,,,278,6,,,18,,1614,,,,,,,144
2004,5,3,0,,,283,22,,,29,,1441,,,,,,,156
2004,5,4,0,,,267,50,,,51,,1605,,,,,,,161
2004,5,5,0,,,239,28,,,45,,1406,,,,,,,133
2004,5,6,0,,,194,44,,,46,,1603,,,,,,,122
2004,5,7,0,,,217,11,,,56,,1150,,,,,,,117
2004,5,8,0,,,172,-6,,,36,,1647,,,,,,,83
2004,5,9,0,,,206,-33,,,30,,1726,,,,,,,89
2004,5,10,122,,,106,6,,,58,,1615,,,,,,,56
2004,5,11,0,,,117,6,,,47,,1228,,,,,,,61
2004,5,12,0,,,167,-22,,,24,,1641,,,,,,,72
2004,5,13,0,,,211,-22,,,24,,1657,,,,,,,94
2004,5,14,0,,,222,6,,,16,,1559,,,,,,,117
2004,5,15,3,,,194,39,,,29,,1809,,,,,,,117
2004,5,16,0,,,206,6,,,20,,1807,,,,,,,106
2004,5,17,5,,,194,17,,,32,,1542,,,,,,,106
2004,5,18,20,,,139,33,,,44,,1759,,,,,,,89
2004,5,19,0,,,172,39,,,26,,1718,,,,,,,106
2004,5,20,0,,,206,0,,,22,,1500,,,,,,,106
2004,5,21,28,,,150,28,,,19,,1509,,,,,,,89
2004,5,22,56,,,189,28,,,51,,1821,,,,,,,111
2004,5,23,0,,,167,17,,,25,,108,,,,,,,94
2004,5,24,0,,,200,0,,,21,,1827,,,,,,,100
2004,5,25,0,,,211,17,,,21,,1220,,,,,,,117
2004,5,26,25,,,256,33,,,30,,1718,,,,,,,144
2004,5,27,84,,,172,94,,,36,,1408,,,,,,,133
2004,5,28,66,,,128,33,,,42,,1336,,,,,,,83
2004,5,29,0,,,172,6,,,22,,1617,,,,,,,89
2004,5,30,0,,,233,6,,,27,,1620,,,,,,,122
2004,5,31,0,,,250,17,,,23,,2018,,,,,,,133
2004,6,1,0,,,256,22,,,19,,1700,,,,,,,139
2004,6,2,0,,,278,56,,,19,,1629,,,,,,,167
2004,6,3,0,,,289,61,,,31,,1521,,,,,,,178
2004,6,4,0,,,300,61,,,26,,1815,,,,,,,183
2004,6,5,0,,,261,56,,,39,,1717,,,,,,,161
2004,6,6,0,,,239,33,,,32,,1203,,,,,,,139
2004,6,7,10,,,156,28,,,39,,1757,,,,,,,94
2004,6,8,0,,,178,22,,,27,,2128,,,,,,,100
2004,6,9,10,,,133,28,,,40,,1627,,,,,,,83
2004,6,10,0,,,194,72,,,35,,1412,,,,,,,133
2004,6,11,0,,,217,50,,,31,,2041,,,,,,,133
2004,6,12,0,,,233,39,,,21,,1503,,,,,,,139
2004,6,13,0,,,261,61,,,26,,1630,,,,,,,161
2004,6,14,0,,,272,39,,,25,,2105,,,,,,,156
2004,6,15,0,,,272,106,,,39,,1915,,,,,,,189
2004,6,16,0,,,267,100,,,36,,802,,,,,,,183
2004,6,17,0,,,283,78,,,20,,1717,,,,,,,183
2004,6,18,0,,,289,50,,,39,,1405,,,,,,,172
2004,6,19,0,,,283,78,,,32,,1532,,,,,,,183
2004,6,20,0,,,278,56,,,26,,1606,,,,,,,167
2004,6,21,0,,,294,61,,,14,,2122,,,,,,,178
2004,6,22,0,,,328,44,,,26,,1727,,,,,,,189
2004,6,23,0,,,328,61,,,31,,1815,,,,,,,194
2004,6,24,0,,,311,61,,,25,,1634,,,,,,,189
2004,6,25,0,,,300,39,,,29,,1651,,,,,,,172
2004,6,26,0,,,294,50,,,28,,2037,,,,,,,172
2004,6,27,28,,,317,78,,,27,,2005,,,,,,,200
2004,6,28,10,,,306,94,,,26,,1744,,,,,,,200
2004,6,29,0,,,289,83,,,23,,1444,,,,,,,189
2004,6,30,0,,,272,67,,,25,,1524,,,,,,,172
2004,7,1,0,,,289,67,,,21,,1928,,,,,,,178
2004,7,2,0,,,300,72,,,22,,1626,,,,,,,189
2004,7,3,0,,,300,94,,,26,,1801,,,,,,,200
2004,7,4,0,,,311,117,,,31,,1759,,,,,,,217
2004,7,5,0,,,328,78,,,17,,1724,,,,,,,206
2004,7,6,0,,,339,178,,,24,,1808,,,,,,,261
2004,7,7,0,,,294,94,,,33,,1942,,,,,,,194
2004,7,8,0,,,300,78,,,35,,1818,,,,,,,189
2004,7,9,0,,,278,50,,,39,,1603,,,,,,,167
2004,7,10,0,,,267,33,,,35,,1218,,,,,,,150
2004,7,11,0,,,300,44,,,21,,1706,,,,,,,172
2004,7,12,0,,,322,28,,,25,,1557,,,,,,,178
2004,7,13,0,,,328,50,,,25,,1515,,,,,,,189
2004,7,14,0,,,322,44,,,26,,1711,,,,,,,183
2004,7,15,0,,,322,22,,,23,,1847,,,,,,,172
2004,7,16,0,,,344,50,,,23,,1729,,,,,,,200
2004,7,17,0,,,339,122,,,29,,1812,,,,,,,233
2004,7,18,0,,,322,100,,,24,,1807,,,,,,,211
2004,7,19,0,,,311,94,,,34,,1731,,,,,,,206
2004,7,20,0,,,311,122,,,21,,1716,,,,,,,217
2004,7,21,0,,,339,89,,,22,,1609,,,,,,,217
2004,7,22,0,,,350,106,,,18,,1717,,,,,,,228
2004,7,23,0,,,367,100,,,21,,1524,,,,,,,233
2004,7,24,0,,,356,111,,,28,,1938,,,,,,,233
2004,7,25,0,,,356,139,,,32,,2313,,,,,,,250
2004,7,26,0,,,344,94,,,31,,1820,,,,,,,222
2004,7,27,0,,,350,78,,,23,,1645,,,,,,,217
2004,7,28,0,,,356,83,,,31,,1552,,,,,,,222
2004,7,29,0,,,322,94,,,27,,1602,,,,,,,211
2004,7,30,0,,,322,89,,,26,,1905,,,,,,,206
2004,7,31,0,,,333,89,,,26,,1815,,,,,,,211
2004,8,1,0,,,328,67,,,25,,1406,,,,,,,200
2004,8,2,0,,,272,56,,,38,,1751,,,,,,,167
2004,8,3,0,,,283,44,,,17,,1302,,,,,,,167
2004,8,4,0,,,289,56,,,26,,1802,,,,,,,172
2004,8,5,0,,,272,50,,,34,,1441,,,,,,,161
2004,8,6,0,,,267,61,,,34,,1607,,,,,,,167
2004,8,7,0,,,306,44,,,14,,1750,,,,,,,178
2004,8,8,0,,,356,67,,,19,,1932,,,,,,,211
2004,8,9,0,,,350,78,,,23,,1720,,,,,,,217
2004,8,10,0,,,350,44,,,15,,1806,,,,,,,200
2004,8,11,0,,,367,61,,,20,,1812,,,,,,,217
2004,8,12,0,,,361,72,,,24,,1837,,,,,,,217
2004,8,13,0,,,350,100,,,24,,1556,,,,,,,228
2004,8,14,10,,,322,122,,,19,,1320,,,,,,,222
2004,8,15,23,,,300,117,,,17,,1504,,,,,,,211
2004,8,16,0,,,289,117,,,14,,2024,,,,,,,206
2004,8,17,0,,,317,89,,,18,,1613,,,,,,,206
2004,8,18,0,,,322,83,,,11,,1604,,,,,,,206
2004,8,19,0,,,350,83,,,21,,1531,,,,,,,217
2004,8,20,0,,,328,111,,,21,,1747,,,,,,,222
2004,8,21,0,,,317,94,,,40,,1717,,,,,,,206
2004,8,22,69,,,206,89,,,36,,1449,,,,,,,150
2004,8,23,66,,,211,83,,,21,,1712,,,,,,,150
2004,8,24,3,,,233,100,,,32,,1733,,,,,,,167
2004,8,25,33,,,228,83,,,51,,1247,,,,,,,156
2004,8,26,0,,,200,83,,,25,,1651,,,,,,,144
2004,8,27,0,,,256,44,,,14,,1357,,,,,,,150
2004,8,28,0,,,300,33,,,11,,1629,,,,,,,167
2004,8,29,0,,,322,50,,,15,,1657,,,,,,,189
2004,8,30,0,,,339,56,,,20,,1736,,,,,,,200
2004,8,31,0,,,317,39,,,21,,1709,,,,,,,178
2004,9,1,0,,,289,56,,,35,,1518,,,,,,,172
2004,9,2,0,,,211,50,,,40,,2231,,,,,,,133
2004,9,3,0,,,200,56,,,45,,1614,,,,,,,128
2004,9,4,0,,,267,17,,,21,,1756,,,,,,,144
2004,9,5,0,,,283,22,,,17,,1726,,,,,,,156
2004,9,6,0,,,311,22,,,21,,1552,,,,,,,167
2004,9,7,0,,,306,39,,,15,,1533,,,,,,,172
2004,9,8,0,,,306,33,,,23,,1452,,,,,,,172
2004,9,9,0,,,300,22,,,22,,1638,,,,,,,161
2004,9,10,0,,,300,28,,,21,,1437,,,,,,,167
2004,9,11,0,,,294,22,,,25,,1626,,,,,,,161
2004,9,12,0,,,256,100,,,36,,1338,,,,,,,178
2004,9,13,0,,,200,11,,,33,,1441,,,,,,,106
2004,9,14,0,,,206,-22,,,8,,1428,,,,,,,94
2004,9,15,0,,,244,0,,,23,,1608,,,,,,,122
2004,9,16,0,,,267,0,,,23,,1725,,,,,,,133
2004,9,17,0,,,244,6,,,46,,1405,,,,,,,128
2004,9,18,0,,,156,28,,,30,,3,,,,,,,94
2004,9,19,81,,,111,11,,,25,,1401,,,,,,,61
2004,9,20,5,,,133,-11,,,21,,1207,,,,,,,61
2004,9,21,3,,,189,-56,,,5,,1432,,,,,,,67
2004,9,22,0,,,261,-22,,,14,,1917,,,,,,,122
2004,9,23,0,,,267,0,,,14,,1606,,,,,,,133
2004,9,24,0,,,289,0,,,14,,1231,,,,,,,144
2004,9,25,0,,,294,-6,,,18,,1648,,,,,,,144
2004,9,26,0,,,261,-11,,,16,,1637,,,,,,,128
2004,9,27,0,,,278,6,,,16,,1339,,,,,,,144
2004,9,28,0,,,283,6,,,12,,1835,,,,,,,144
2004,9,29,0,,,272,17,,,14,,1639,,,,,,,144
2004,9,30,0,,,244,6,,,8,,1519,,,,,,,128
2004,10,1,0,,,261,0,,,9,,1627,,,,,,,133
2004,10,2,0,,,261,22,,,11,,1737,,,,,,,144
2004,10,3,0,,,261,33,,,9,,1317,,,,,,,150
2004,10,4,0,,,261,44,,,15,,12,,,,,,,156
2004,10,5,0,,,261,6,,,14,,1509,,,,,,,133
2004,10,6,0,,,250,6,,,19,,1620,,,,,,,128
2004,10,7,0,,,244,11,,,16,,1554,,,,,,,128
2004,10,8,0,,,250,6,,,44,,1625,,,,,,,128
2004,10,9,23,,,139,11,,,28,,44,,,,,,,78
2004,10,10,0,,,161,-6,,,35,,1242,,,,,,,78
2004,10,11,0,,,200,-50,,,23,,1252,,,,,,,78
2004,10,12,0,,,244,-39,,,20,,2000,,,,,,,106
2004,10,13,0,,,250,17,,,19,,1047,,,,,,,133
2004,10,14,0,,,272,-44,,,6,,1305,,,,,,,117
2004,10,15,0,,,261,-39,,,12,,1617,,,,,,,111
2004,10,16,0,,,222,-17,,,28,,1526,,,,,,,106
2004,10,17,99,,,122,0,,,40,,1404,,,,,,,61
2004,10,18,58,,,67,-17,,,28,,2133,,,,,,,28
2004,10,19,25,,,94,11,,,53,,1158,,,,,,,56
2004,10,20,8,,,106,-11,,,15,,1743,,,,,,,50
2004,10,21,0,,,94,0,,,14,,1333,,,,,,,50
2004,10,22,79,,,83,-44,,,10,,1230,,,,,,,22
2004,10,23,135,,,56,-17,,,15,,704,,,,,,,22
2004,10,24,3,,,89,-28,,,5,,1723,,,,,,,33
2004,10,25,0,,,94,-39,,,32,,2328,,,,,,,28
2004,10,26,51,,,50,-28,,,21,,101,,,,,,,11
2004,10,27,25,,,6,-33,,,4,,1610,,,,,,,-11
2004,10,28,231,,,22,0,,,9,,2358,,,,,,,11
2004,10,29,0,,,67,-22,,,4,,2307,,,,,,,22
2004,10,30,0,,,72,-44,,,13,,1707,,,,,,,17
2004,10,31,0,,,61,-56,,,6,,1938,,,,,,,6
2004,11,1,0,,,122,-78,,,13,,2359,,,,,,,22
2004,11,2,0,,,161,-39,,,26,,1432,,,,,,,61
2004,11,3,53,,,61,0,,,62,,2350,,,,,,,33
2004,11,4,0,,,100,-17,,,39,,2356,,,,,,,44
2004,11,5,0,,,156,-72,,,7,,2142,,,,,,,44
2004,11,6,0,,,178,-67,,,6,,1731,,,,,,,56
2004,11,7,0,,,183,-67,,,4,,1906,,,,,,,61
2004,11,8,0,,,172,-22,,,13,,2048,,,,,,,78
2004,11,9,0,,,83,28,,,10,,1621,,,,,,,56
2004,11,10,0,,,111,0,,,5,,2321,,,,,,,56
2004,11,11,36,,,44,6,,,8,,524,,,,,,,28
2004,11,12,0,,,111,0,,,8,,1914,,,,,,,56
2004,11,13,0,,,100,-33,,,17,,912,,,,,,,33
2004,11,14,0,,,100,-61,,,24,,1315,,,,,,,22
2004,11,15,0,,,111,-6,,,22,,1501,,,,,,,56
2004,11,16,0,,,111,-11,,,5,,2357,,,,,,,50
2004,11,17,0,,,128,-50,,,5,,1654,,,,,,,39
2004,11,18,0,,,117,-56,,,15,,1520,,,,,,,33
2004,11,19,0,,,61,-44,,,34,,1706,,,,,,,11
2004,11,20,0,,,44,-100,,,26,,1622,,,,,,,-28
2004,11,21,0,,,67,-78,,,26,,1557,,,,,,,-6
2004,11,22,0,,,94,-83,,,8,,1827,,,,,,,6
2004,11,23,0,,,94,-83,,,8,,158,,,,,,,6
2004,11,24,0,,,122,-72,,,5,,1733,,,,,,,28
2004,11,25,51,,,33,-22,,,13,,1747,,,,,,,6
2004,11,26,13,,,39,-22,,,2,,1459,,,,,,,11
2004,11,27,43,,,6,-128,,,7,,1705,,,,,,,-61
2004,11,28,0,,,-11,-167,,,5,,1502,,,,,,,-89
2004,11,29,0,,,-22,-200,,,1,,1713,,,,,,,-111
2004,11,30,0,,,-22,-167,,,2,,1914,,,,,,,-94
2004,12,1,0,,,-39,-161,,,3,,1421,,,,,,,-100
2004,12,2,0,,,-39,-167,,,3,,2215,,,,,,,-100
2004,12,3,0,,,17,-183,,,13,,2311,,,,,,,-83
2004,12,4,0,,,17,-139,,,22,,930,,,,,,,-61
2004,12,5,0,,,11,-150,,,12,,2356,,,,,,,-67
2004,12,6,10,,,28,-56,,,61,,1851,,,,,,,-11
2004,12,7,33,,,39,0,,,51,,42,,,,,,,22
2004,12,8,48,,,72,11,,,55,,1606,,,,,,,44
2004,12,9,0,,,106,28,,,26,,254,,,,,,,67
2004,12,10,0,,,139,-22,,,10,,1314,,,,,,,61
2004,12,11,0,,,78,-22,,,6,,2254,,,,,,,28
2004,12,12,0,,,117,-22,,,13,,1652,,,,,,,50
2004,12,13,0,,,133,-11,,,26,,1202,,,,,,,61
2004,12,14,0,,,117,-50,,,17,,1123,,,,,,,33
2004,12,15,0,,,100,-83,,,7,,2125,,,,,,,11
2004,12,16,0,,,111,-78,,,14,,1415,,,,,,,17
2004,12,17,0,,,94,-78,,,9,,1753,,,,,,,11
2004,12,18,0,,,128,-78,,,5,,2359,,,,,,,28
2004,12,19,0,,,133,-67,,,12,,2019,,,,,,,33
2004,12,20,0,,,50,-56,,,9,,2213,,,,,,,0
2004,12,21,0,,,44,-111,,,13,,1912,,,,,,,-33
2004,12,22,0,,,56,-100,,,13,,2210,,,,,,,-22
2004,12,23,0,,,44,-117,,,9,,1141,,,,,,,-33
2004,12,24,0,,,100,-122,,,3,,1256,,,,,,,-11
2004,12,25,0,,,89,-106,,,29,,1603,,,,,,,-6
2004,12,26,0,,,94,-44,,,57,,1214,,,,,,,28
2004,12,27,0,,,94,-33,,,26,,1349,,,,,,,33
2004,12,28,5,,,67,-11,,,24,,1700,,,,,,,28
2004,12,29,18,,,33,-17,,,26,,2331,,,,,,,11
2004,12,30,46,,,17,-61,,,50,,723,,,,,,,-22
2004,12,31,15,,,17,-78,,,43,,2308,,,,,,,-28
2005,1,1,51,,,11,-39,,,34,,1557,,,,,,,-11
2005,1,2,0,,,22,-67,,,17,,1244,,,,,,,-22
2005,1,3,0,,,22,-139,,,24,,1919,,,,,,,-56
2005,1,4,0,,,-22,-178,,,5,,125,,,,,,,-100
2005,1,5,0,,,6,-83,,,7,,1452,,,,,,,-39
2005,1,6,0,,,11,-56,,,21,,1449,,,,,,,-22
2005,1,7,20,,,11,-56,,,55,,1835,,,,,,,-22
2005,1,8,23,,,11,-67,,,64,,1915,,,,,,,-28
2005,1,9,0,,,33,-61,,,34,,52,,,,,,,-11
2005,1,10,0,,,39,-156,,,11,,1622,,,,,,,-56
2005,1,11,33,,,11,-172,,,16,,1908,,,,,,,-78
2005,1,12,0,,,-39,-200,,,5,,1746,,,,,,,-117
2005,1,13,0,,,-39,-228,,,3,,1712,,,,,,,-133
2005,1,14,0,,,17,-161,,,6,,2308,,,,,,,-72
2005,1,15,0,,,72,-11,,,8,,1305,,,,,,,33
2005,1,16,10,,,78,-50,,,6,,709,,,,,,,17
2005,1,17,0,,,78,-67,,,10,,1758,,,,,,,6
2005,1,18,0,,,111,-33,,,12,,2250,,,,,,,39
2005,1,19,0,,,139,-44,,,11,,709,,,,,,,50
2005,1,20,0,,,44,-67,,,5,,1207,,,,,,,-11
2005,1,21,0,,,100,-72,,,4,,2233,,,,,,,17
2005,1,22,0,,,128,-83,,,8,,1804,,,,,,,22
2005,1,23,0,,,133,-78,,,7,,1640,,,,,,,28
2005,1,24,0,,,139,-61,,,13,,1743,,,,,,,39
2005,1,25,13,,,100,-22,,,17,,1459,,,,,,,39
2005,1,26,20,,,72,6,,,23,,1403,,,,,,,39
2005,1,27,0,,,78,6,,,19,,1543,,,,,,,44
2005,1,28,0,,,67,-22,,,35,,257,,,,,,,22
2005,1,29,0,,,61,-50,,,8,,1131,,,,,,,6
2005,1,30,0,,,83,-78,,,6,,1816,,,,,,,6
2005,1,31,0,,,83,-61,,,14,,1327,,,,,,,11
2005,2,1,0,,,94,-94,,,5,,2028,,,,,,,0
2005,2,2,0,,,133,-78,,,8,,1624,,,,,,,28
2005,2,3,0,,,144,-78,,,7,,1819,,,,,,,33
2005,2,4,0,,,94,-61,,,15,,1707,,,,,,,17
2005,2,5,0,,,44,-44,,,10,,1356,,,,,,,0
2005,2,6,0,,,39,-83,,,9,,1551,,,,,,,-22
2005,2,7,15,,,56,-67,,,15,,929,,,,,,,-6
2005,2,8,0,,,61,-94,,,17,,1633,,,,,,,-17
2005,2,9,0,,,83,-78,,,8,,1557,,,,,,,6
2005,2,10,0,,,111,-94,,,11,,1633,,,,,,,11
2005,2,11,0,,,94,-72,,,20,,1253,,,,,,,11
2005,2,12,5,,,94,-72,,,21,,1752,,,,,,,11
2005,2,13,107,,,39,-6,,,18,,46,,,,,,,17
2005,2,14,61,,,17,-6,,,4,,2352,,,,,,,6
2005,2,15,0,,,61,-67,,,8,,30,,,,,,,0
2005,2,16,0,,,89,-33,,,13,,1429,,,,,,,28
2005,2,17,0,,,117,-17,,,16,,1350,,,,,,,50
2005,2,18,0,,,111,-33,,,20,,1623,,,,,,,39
2005,2,19,3,,,94,-17,,,17,,1056,,,,,,,39
2005,2,20,0,,,94,-44,,,49,,1140,,,,,,,28
2005,2,21,0,,,111,-50,,,15,,1601,,,,,,,33
2005,2,22,0,,,106,-11,,,21,,1251,,,,,,,50
2005,2,23,0,,,128,-39,,,12,,1609,,,,,,,44
2005,2,24,0,,,133,-72,,,7,,1505,,,,,,,33
2005,2,25,0,,,133,-83,,,5,,1831,,,,,,,28
2005,2,26,0,,,133,-61,,,16,,1627,,,,,,,39
2005,2,27,0,,,122,-33,,,32,,2347,,,,,,,44
2005,2,28,3,,,94,-44,,,42,,1249,,,,,,,28
2005,3,1,0,,,111,-83,,,36,,1623,,,,,,,17
2005,3,2,13,,,67,-56,,,18,,113,,,,,,,6
2005,3,3,0,,,128,-94,,,18,,1245,,,,,,,17
2005,3,4,0,,,133,-33,,,17,,947,,,,,,,50
2005,3,5,0,,,156,-72,,,16,,1447,,,,,,,44
2005,3,6,0,,,172,-67,,,6,,43,,,,,,,56
2005,3,7,0,,,211,-44,,,6,,1748,,,,,,,83
2005,3,8,0,,,217,-50,,,10,,1947,,,,,,,83
2005,3,9,0,,,217,-50,,,22,,1940,,,,,,,83
2005,3,10,0,,,206,-56,,,21,,1144,,,,,,,78
2005,3,11,0,,,233,-61,,,12,,1625,,,,,,,89
2005,3,12,0,,,206,-56,,,29,,1651,,,,,,,78
2005,3,13,0,,,128,-78,,,35,,1635,,,,,,,28
2005,3,14,0,,,128,-83,,,20,,1508,,,,,,,22
2005,3,15,0,,,161,-111,,,16,,1620,,,,,,,28
2005,3,16,0,,,106,-61,,,34,,1402,,,,,,,22
2005,3,17,0,,,117,-6,,,46,,1921,,,,,,,56
2005,3,18,0,,,128,-78,,,30,,1339,,,,,,,28
2005,3,19,28,,,111,17,,,55,,1312,,,,,,,67
2005,3,20,46,,,72,-6,,,42,,1325,,,,,,,33
2005,3,21,58,,,78,6,,,24,,1928,,,,,,,44
2005,3,22,18,,,89,17,,,36,,1132,,,,,,,56
2005,3,23,66,,,50,-6,,,32,,1735,,,,,,,22
2005,3,24,10,,,39,-22,,,12,,1408,,,,,,,11
2005,3,25,0,,,83,-22,,,13,,1602,,,,,,,33
2005,3,26,0,,,133,-11,,,37,,1458,,,,,,,61
2005,3,27,89,,,133,11,,,63,,1418,,,,,,,72
2005,3,28,5,,,78,11,,,53,,1622,,,,,,,44
2005,3,29,30,,,72,-6,,,59,,1511,,,,,,,33
2005,3,30,0,,,78,-56,,,19,,1510,,,,,,,11
2005,3,31,0,,,161,-83,,,34,,1233,,,,,,,39
2005,4,1,0,,,133,-28,,,29,,1508,,,,,,,56
2005,4,2,0,,,161,-61,,,40,,1631,,,,,,,50
2005,4,3,36,,,94,-6,,,51,,1326,,,,,,,44
2005,4,4,0,,,72,-50,,,25,,1417,,,,,,,11
2005,4,5,0,,,189,-17,,,21,,1637,,,,,,,89
2005,4,6,0,,,228,-11,,,54,,1453,,,,,,,111
2005,4,7,10,,,100,-6,,,50,,1757,,,,,,,50
2005,4,8,15,,,56,-11,,,46,,1548,,,,,,,22
2005,4,9,0,,,111,-22,,,50,,1921,,,,,,,44
2005,4,10,0,,,139,-72,,,14,,1346,,,,,,,33
2005,4,11,0,,,133,17,,,48,,1545,,,,,,,78
2005,4,12,5,,,111,-11,,,57,,1423,,,,,,,50
2005,4,13,18,,,67,-44,,,36,,1603,,,,,,,11
2005,4,14,0,,,94,-33,,,12,,1830,,,,,,,33
2005,4,15,0,,,178,-78,,,13,,1430,,,,,,,50
2005,4,16,0,,,194,-33,,,37,,1430,,,,,,,83
2005,4,17,81,,,100,17,,,46,,1840,,,,,,,61
2005,4,18,3,,,78,-39,,,40,,1921,,,,,,,22
2005,4,19,0,,,106,0,,,49,,1630,,,,,,,56
2005,4,20,0,,,106,11,,,27,,1257,,,,,,,61
2005,4,21,0,,,161,-39,,,19,,1627,,,,,,,61
2005,4,22,0,,,211,-28,,,36,,2003,,,,,,,94
2005,4,23,119,,,128,0,,,38,,53,,,,,,,67
2005,4,24,15,,,111,-22,,,21,,1432,,,,,,,44
2005,4,25,0,,,156,44,,,16,,1642,,,,,,,100
2005,4,26,0,,,200,-6,,,14,,1813,,,,,,,100
2005,4,27,5,,,172,6,,,36,,1700,,,,,,,89
2005,4,28,58,,,144,39,,,25,,1740,,,,,,,94
2005,4,29,46,,,161,50,,,34,,1608,,,,,,,106
2005,4,30,43,,,139,50,,,25,,1556,,,,,,,94
2005,5,1,13,,,133,61,,,17,,1601,,,,,,,100
2005,5,2,0,,,156,28,,,19,,1513,,,,,,,94
2005,5,3,0,,,194,6,,,23,,1912,,,,,,,100
2005,5,4,135,,,156,61,,,21,,1256,,,,,,,111
2005,5,5,58,,,144,72,,,28,,1311,,,,,,,111
2005,5,6,81,,,100,67,,,52,,1521,,,,,,,83
2005,5,7,23,,,144,67,,,39,,1504,,,,,,,106
2005,5,8,30,,,122,39,,,48,,2331,,,,,,,83
2005,5,9,64,,,83,6,,,46,,1138,,,,,,,44
2005,5,10,25,,,100,6,,,37,,1430,,,,,,,56
2005,5,11,3,,,133,33,,,23,,1545,,,,,,,83
2005,5,12,0,,,183,0,,,12,,1546,,,,,,,94
2005,5,13,0,,,228,17,,,19,,1552,,,,,,,122
2005,5,14,0,,,228,50,,,16,,1838,,,,,,,139
2005,5,15,28,,,144,94,,,37,,1603,,,,,,,122
2005,5,16,97,,,106,39,,,44,,1102,,,,,,,72
2005,5,17,25,,,94,22,,,43,,2050,,,,,,,61
2005,5,18,51,,,172,50,,,72,,1402,,,,,,,111
2005,5,19,5,,,150,50,,,25,,1722,,,,,,,100
2005,5,20,0,,,161,33,,,35,,1036,,,,,,,100
2005,5,21,0,,,222,-6,,,23,,1835,,,,,,,111
2005,5,22,0,,,228,39,,,43,,1405,,,,,,,133
2005,5,23,0,,,211,6,,,21,,1646,,,,,,,111
2005,5,24,0,,,233,22,,,22,,1827,,,,,,,128
2005,5,25,0,,,256,39,,,17,,1412,,,,,,,150
2005,5,26,0,,,283,39,,,12,,1711,,,,,,,161
2005,5,27,0,,,294,67,,,14,,1720,,,,,,,183
2005,5,28,0,,,256,67,,,40,,1432,,,,,,,161
2005,5,29,5,,,167,17,,,30,,1636,,,,,,,94
2005,5,30,3,,,244,89,,,25,,1446,,,,,,,167
2005,5,31,0,,,222,44,,,32,,1759,,,,,,,133
2005,6,1,0,,,183,28,,,34,,2009,,,,,,,106
2005,6,2,0,,,183,22,,,29,,1653,,,,,,,106
2005,6,3,0,,,217,0,,,21,,2041,,,,,,,111
2005,6,4,0,,,244,11,,,33,,1629,,,,,,,128
2005,6,5,0,,,139,50,,,51,,1532,,,,,,,94
2005,6,6,23,,,117,11,,,28,,1533,,,,,,,67
2005,6,7,30,,,117,-6,,,24,,1535,,,,,,,56
2005,6,8,8,,,144,22,,,18,,1814,,,,,,,83
2005,6,9,3,,,206,78,,,26,,1628,,,,,,,144
2005,6,10,0,,,217,44,,,22,,1647,,,,,,,133
2005,6,11,0,,,206,39,,,31,,1838,,,,,,,122
2005,6,12,0,,,211,6,,,25,,1706,,,,,,,111
2005,6,13,0,,,261,6,,,14,,1542,,,,,,,133
2005,6,14,0,,,261,22,,,38,,1402,,,,,,,144
2005,6,15,0,,,267,28,,,21,,1607,,,,,,,150
2005,6,16,10,,,194,61,,,53,,1259,,,,,,,128
2005,6,17,0,,,128,11,,,36,,1800,,,,,,,72
2005,6,18,0,,,161,44,,,26,,1102,,,,,,,106
2005,6,19,0,,,233,-17,,,22,,1452,,,,,,,111
2005,6,20,0,,,267,6,,,25,,1244,,,,,,,139
2005,6,21,0,,,267,33,,,33,,1200,,,,,,,150
