incident_name,incident_created_year,incident_created_month,incident_created_day,incident_created_hour,incident_created_minute,incident_acres_burned,incident_longitude,incident_latitude,incident_extinguished_year,incident_extinguished_month,incident_extinguished_day,incident_extinguished_hour,incident_extinguished_minute
ONeals Fire,2018,06,04,17,44,300,-119.623981,37.10181,2019,01,04,10,14
Panoche Fire,2018,06,04,23,17,64,-121.03253,36.64832,2019,01,04,10,13
Pallet Fire,2018,06,05,13,03,10,-122.44408,38.245151,2019,01,04,10,12
Vista Fire,2018,06,05,13,45,12,-117.22974,33.40769,2019,01,04,10,11
Recycle Fire,2018,06,06,09,46,265,-116.46674,32.63046,2019,01,04,10,11
Bear Fire,2018,06,07,18,04,200,-120.24315,37.33924,2019,01,04,10,10
Apple Fire,2018,06,09,14,10,2956,-122.3571,39.94355,2019,01,04,10,10
South Fire,2018,06,09,14,45,175,-122.5275,37.97638,2019,01,04,10,08
Mission Fire,2018,06,09,15,30,12,-122.5275,37.97638,2019,01,04,10,09
Sam Fire,2018,06,09,15,31,96,-121.11936,35.9352,2019,01,04,10,08
Chrome Fire,2018,06,09,15,32,2290,-122.58218,39.64978,2019,01,04,10,09
Lions Fire,2018,06,11,12,00,4064,-119.118,37.571,2019,01,04,10,03
Liberty Fire,2018,06,11,12,16,62,-121.09199,38.24033,2019,01,04,10,08
Santiago Fire,2018,06,11,17,04,155,-117.746625,33.787838,2019,01,04,10,08
Euclid Fire,2018,06,12,14,22,154,-117.654299,33.925862,2019,01,04,10,07
Portola Fire ,2018,06,12,14,56,20,-118.427886,34.110516,2019,01,04,10,07
Beaver Fire,2018,06,12,15,06,215,-120.862579,36.37532,2019,01,04,10,07
Vista Fire,2018,06,13,12,38,60,-120.670311,35.663607,2019,01,04,10,07
Spring Fire,2018,06,13,21,06,70,-122.135924,40.394073,2019,01,04,10,07
70 Fire,2018,06,14,15,18,20,-121.617698,39.602703,2019,01,04,10,07
Bridle Fire,2018,06,14,17,02,20,-116.821724,33.524412,2019,01,04,10,06
Creston FIre,2018,06,14,17,23,60,-120.624135,35.58354,2019,01,04,10,06
Tumbleweed Fire,2018,06,14,17,45,646,-120.36403,40.3768,2019,01,04,10,06
Planada Fire,2018,06,15,10,34,4563,-120.34207,37.39339,2019,01,04,10,06
Raymond Fire,2018,06,15,11,46,60,-119.91223,37.14663,2019,01,04,10,06
Boyer Fire,2018,06,15,13,37,53,-119.84299,37.47677,2019,01,04,10,05
Oregon Fire,2018,06,16,11,47,40,-121.521111,39.549167,2019,01,04,10,05
Creek Fire,2018,06,16,14,04,32,-122.476381,38.886518,2019,01,04,10,05
Willow Fire,2018,06,16,15,10,25,-121.998967,38.015323,2019,01,04,10,05
Upper Colony Fire,2018,06,17,11,44,1202,-119.416746,38.834395,2019,01,04,10,05
China Fire,2018,06,17,13,58,17,-120.892404,38.265645,2019,01,04,10,05
Dinosaur Fire,2018,06,17,15,09,185,-121.176354,37.05876,2019,01,04,10,04
Vallecitos Fire,2018,06,17,15,56,20,-121.806775,37.627119,2019,01,04,10,04
Wheeler Fire,2018,06,18,12,30,115,-120.199162,37.707234,2019,01,04,10,04
Iron Fire,2018,06,19,15,19,40,-121.908976,37.779209,2019,01,04,10,04
Ranchita Fire,2018,06,19,16,06,10,-120.57833,35.77017,2019,01,04,10,04
Yankee Fire,2018,06,20,18,22,1500,-120.75593,35.73629,2019,01,04,10,03
Creek Fire,2018,06,21,16,45,10,-120.39295,35.05747,2019,01,04,10,03
Lane Fire,2018,06,23,11,38,3392,-121.77867,40.35068,2019,01,04,10,02
Stoll Fire,2018,06,23,12,52,268,-122.27574,40.18395,2019,01,04,10,02
Bascom Fire,2018,06,23,12,54,328,-122.17457,40.52909,2019,01,04,10,02
Sierra Fire,2018,06,23,13,15,170,-122.19792,40.12791,2019,01,04,10,02
Pawnee Fire,2018,06,23,17,21,15180,-122.59848,39.0674,2019,01,04,10,01
Canyon Fire,2018,06,23,19,39,62,-118.75495,34.53765,2019,01,04,10,01
Creek Fire,2018,06,24,12,29,1678,-122.42308,40.50318,2019,01,04,10,01
Flat Fire,2018,06,24,13,54,163,-120.30187,37.80785,2019,01,04,10,01
Horse Fire,2018,06,24,15,28,80,-120.68902,37.95766,2019,01,04,10,01
Romero Fire,2018,06,24,16,11,68,-121.09354,37.08529,2019,01,04,10,00
San Ardo,2018,06,26,07,11,375,-120.86256,35.95515,2019,06,21,08,51
Fox Fire,2018,06,26,11,16,260,-120.71488,35.33916,2019,01,04,10,00
Shippee Fire,2018,06,26,12,56,460,-121.78208,39.59872,2019,01,04,09,59
Anchor Fire,2018,06,27,12,39,76,-119.304499,36.696879,2019,01,04,09,59
Hyatt Fire,2018,06,27,15,09,383,-120.45053,40.316137,2019,01,04,09,59
Cherry Fire,2018,06,27,19,46,63,-122.99272,41.83359,2019,01,04,09,59
Flat Fire,2018,06,28,18,01,300,-122.9144,40.60402,2019,01,04,09,59
Llano Fire,2018,06,29,11,44,10,-121.954098,39.6139,2019,01,04,09,58
Waverly Fire,2018,06,29,15,11,11789,-120.945482,38.052055,2019,01,04,09,58
Grant Fire,2018,06,29,15,46,30,-121.17693,38.595865,2019,01,04,09,58
Valley Fire,2018,06,29,16,06,268,-121.9921,37.94714,2019,01,04,09,58
Sheep Fire,2018,06,29,17,53,95,-118.72905,35.1234,2019,01,04,09,57
Tesla Fire,2018,06,29,20,59,70,-121.67144,37.66074,2019,01,04,09,57
Creek Fire,2018,06,30,12,12,33,-117.15381,34.17711,2019,01,04,09,57
County Fire,2018,06,30,14,12,90000,-122.18183,38.80583,2019,01,04,09,57
Petersburg Fire,2018,07,01,18,13,215,-123.051,41.085,2019,01,04,09,56
Buckingham Fire,2018,07,02,14,25,45,-122.12351,37.86339,2019,01,04,09,57
Stony Fire,2018,07,04,13,14,75,-122.512012,39.2976,2019,01,04,09,56
Par Fire,2018,07,04,13,30,191,-121.637759,39.491737,2019,01,04,09,56
Benton Fire,2018,07,04,14,20,63,-116.732032,33.56349,2019,01,04,09,56
Shingle Fire,2018,07,04,17,09,316,-121.059979,38.539806,2019,01,04,09,56
Klamathon Fire,2018,07,05,12,31,38008,-122.534655,41.893332,2019,01,04,09,55
Peach Fire ,2018,07,05,15,12,90,-123.38493,39.038859,2019,01,04,09,55
Box Fire,2018,07,06,09,36,100,-117.40967,34.22526,2019,01,04,09,55
Building Fire,2018,07,06,10,11,10,-116.764733,32.619855,2019,01,04,09,55
Bridle Fire,2018,07,06,10,40,116,-121.53586,37.06367,2019,01,04,09,54
Valley Fire,2018,07,06,13,29,1350,-116.958806,34.095568,2019,01,04,09,55
Irish Fire,2018,07,06,14,42,825,-120.95408,38.42623,2019,01,04,09,54
Holiday Fire,2018,07,06,20,40,113,-119.831389,34.463889,2019,01,04,09,54
West Fire,2018,07,06,23,39,504,-116.7311,32.833674,2019,01,04,09,55
Georges Fire,2018,07,08,13,36,2883,-118.21881,36.6734,2019,01,04,09,54
Lebec Fire,2018,07,08,13,38,62,-118.87881,34.86022,2019,01,04,09,54
Vista Fire,2018,07,08,14,41,31,-122.23449,40.62693,2019,01,04,09,53
Bruce Fire,2018,07,08,16,45,56,-121.85311,37.79718,2019,01,04,09,53
Grant Fire,2018,07,08,17,38,480,-121.60646,37.75646,2019,01,04,09,53
James Loop Fire,2018,07,09,12,53,280,-119.82242,39.05391,2019,01,04,09,53
Spring 2 Fire,2018,07,09,16,46,80,-122.59789,39.06715,2019,01,04,09,51
Cornerstone Fire,2018,07,09,17,54,11,-119.80414,37.19817,2019,01,04,09,52
Dale Fire,2018,07,09,18,30,856,-121.93908,40.33682,2019,01,04,09,52
Dark Fire,2018,07,10,12,42,11,-121.51772,39.66492,2019,01,04,09,51
Curie Fire,2018,07,10,15,08,70,-121.79189,37.22545,2019,01,04,09,50
Hale Fire,2018,07,10,16,45,51,-121.702547,37.163594,2019,01,04,09,51
School Fire,2018,07,10,17,31,12,-119.50461,37.22791,2019,01,04,09,50
Panoche Fire,2018,07,11,16,40,278,-121.0454,36.65351,2019,01,04,09,49
Idria Fire,2018,07,12,12,57,116,-120.82355,36.59036,2019,01,04,09,49
Stoney Fire,2018,07,12,22,45,962,-121.76859,39.77124,2019,01,04,09,48
Gray Fire,2018,07,13,14,32,12,-117.35606,34.171786,2019,01,04,09,47
Ferguson Fire,2018,07,13,21,36,96901,-119.88581,37.6549,2019,01,04,09,48
Eagle Fire,2018,07,13,22,03,2100,-120.11461,41.29363,2019,01,04,09,46
3-2 Fire,2018,07,14,15,00,14,-120.02137,39.99309,2019,01,04,09,45
Lariat Fire,2018,07,14,20,40,33,-122.44008,40.00293,2019,01,04,09,46
Kelley Fire,2018,07,14,20,46,52,-120.61108,41.50105,2019,01,04,09,46
Steamboat Fire,2018,07,15,09,58,224,-122.47293,41.70877,2019,01,04,09,44
3-10 Fire,2018,07,15,11,55,56,-121.21597,40.95234,2019,01,04,09,44
Johnson Fire,2018,07,15,16,14,16,-123.85404,41.34453,2019,01,04,09,43
3-18 Fire,2018,07,15,16,45,32,-121.05722,41.08583,2019,01,04,09,42
Tuscan Fire,2018,07,15,17,15,50,-122.11375,40.27754,2019,01,04,09,43
Natchez Fire,2018,07,15,18,30,38134,-123.54642,41.95113,2019,01,04,09,42
3-16 Fire,2018,07,15,18,54,89,-121.27049,40.94666,2019,01,04,09,42
Camp Fire,2018,07,17,11,13,14,-120.97339,35.70086,2019,01,04,09,41
Border Fire,2018,07,17,14,05,28,-116.8663,32.557566,2019,01,04,09,41
Lott Fire,2018,07,17,19,03,10,-122.37985,41.632373,2019,01,04,09,40
Cruces Fire,2018,07,18,11,55,77,-120.31805556,34.54305556,2019,01,04,09,40
Eighty Eight Fire,2018,07,18,14,24,822,-121.99388889,38.59694444,2019,01,04,09,40
Simmons Fire,2018,07,19,12,00,43,-121.43131,39.57202,2019,01,04,09,40
Ben Fire,2018,07,19,13,07,40,-119.97546,37.28365,2019,01,04,09,39
Horse Creek Fire,2018,07,19,16,25,34,-118.70443,36.42638,2019,01,04,09,39
Skyline Fire,2018,07,19,17,22,282,-117.607577,33.836101,2019,01,04,09,39
Cinnamon Fire,2018,07,20,13,07,13,-116.78928,33.04898,2019,01,04,09,39
Highland Fire,2018,07,20,13,26,63,-122.649626,40.741186,2019,01,04,09,38
Windmill Fire,2018,07,20,14,23,110,-120.22298,34.62412,2019,01,04,09,38
Carder Fire,2018,07,21,14,40,50,-122.86854,38.91152,2019,01,04,09,38
Mustang Fire,2018,07,21,15,01,37,-120.71907,35.64917,2019,01,04,09,38
Rock Fire,2018,07,21,15,50,30,-120.95157,35.68539,2019,01,04,09,38
Heart Fire,2018,07,21,16,22,67,-123.258319,39.279833,2019,01,04,09,37
Country Fire,2018,07,22,13,06,320,-121.88807,37.449425,2019,01,04,09,37
Pico Fire,2018,07,23,12,55,128,-118.60441,34.38039,2019,01,04,09,37
Carr Fire,2018,07,23,13,15,229651,-122.62357,40.65428,2018,08,30,09,37
Martinez Fire,2018,07,23,14,55,40,-116.154398,33.56921,2019,01,04,09,36
Crestline Fire,2018,07,24,15,24,51,-121.90215,40.824,2019,01,04,09,36
Roxie Fire (Formerly 1-1 Fire),2018,07,24,16,02,167,-120.82497,40.34822,2019,01,04,09,35
Hidden Fire,2018,07,25,14,11,39,-121.40604,36.796,2019,01,04,09,35
Marsh Fire,2018,07,25,14,41,247,-121.85847,37.89612,2019,01,04,09,34
Patterson Fire,2018,07,25,16,05,34,-121.55604,37.71173,2019,01,04,09,34
Church Fire,2018,07,25,16,14,20,-121.600023,37.07793,2019,01,04,09,33
Ribbon Fire,2018,07,26,10,12,205,-116.500058,33.571763,2019,01,04,09,33
Ranch Fire (Mendocino Complex),2018,07,27,12,05,410203,-123.103367,39.243283,2019,01,04,09,33
Balch Fire,2018,07,27,12,14,100,-118.82989,36.21634,2019,01,04,09,33
River Fire (Mendocino Complex),2018,07,27,13,01,48920,-123.11971,39.04786,2019,01,04,09,18
Pasqual Fire,2018,07,27,13,28,365,-116.91845,33.07892,2019,01,04,09,32
Whaleback Fire,2018,07,27,13,32,18703,-120.868091,40.633536,2019,01,04,09,32
Breckenridge Fire,2018,07,27,16,12,993,-118.817934,35.387408,2019,01,04,09,32
Rock Fire,2018,07,28,15,14,207,-117.24044,33.41476,2019,01,04,09,31
Sobrante Fire,2018,07,28,15,38,30,-117.43521,33.85852,2019,01,04,09,30
Steele Fire,2018,07,28,16,30,135,-122.18353,38.51943,2019,01,04,09,30
Corner Fire,2018,07,29,16,22,35,-121.6002,40.95673,2019,01,04,09,29
Owens Fire,2018,07,31,15,07,338,-118.970443,37.735461,2019,01,04,09,29
Eel Fire,2018,07,31,15,28,972,-123.08489,39.82877,2019,01,04,09,29
Butte Fire,2018,07,31,17,34,1200,-121.792885,39.186144,2019,01,04,09,28
Sunset Fire,2018,08,01,13,11,695,-121.451307,38.82426,2019,01,04,09,28
Bumper Fire,2018,08,01,13,57,67,-120.874167,38.645,2019,01,04,09,28
Omega Fire,2018,08,01,14,40,66,-121.03918,38.82128,2019,01,04,09,27
Western Fire,2018,08,01,15,53,106,-123.0496,38.8802,2019,01,04,09,26
Donnell Fire,2018,08,01,17,48,36450,-119.929,38.349,2019,01,04,09,26
Tarina Fire,2018,08,03,14,48,3156,-118.83556,35.37444,2019,01,04,09,26
Wagner Fire,2018,08,04,13,57,22,-120.0545,37.69965,2019,01,04,09,24
Creek Fire,2018,08,04,17,32,30,-121.79733,37.533026,2019,01,04,09,25
Parrots Fire,2018,08,05,04,19,136,-120.46078,38.08424,2019,01,04,09,24
Casner Fire,2018,08,06,10,31,14,-116.77154,33.05737,2019,01,04,09,24
Turkey Fire,2018,08,06,12,59,2225,-120.343056,35.847778,2019,01,04,09,23
Holy Fire,2018,08,06,13,20,23136,-117.52055,33.69888,2019,01,04,09,23
Terra Fire,2018,08,06,14,19,35,-117.460278,33.759722,2019,01,04,09,23
South Fire,2018,08,06,16,26,290,-120.872244,38.061298,2019,01,04,09,23
Five Fire,2018,08,06,17,29,2995,-119.98329,35.97896,2019,01,04,09,23
Murphy Fire,2018,08,07,02,11,117,-121.27,39.996944,2019,01,04,09,22
Hirz Fire,2018,08,09,01,55,46150,-122.219,40.896,2019,01,04,09,21
Rangeland Fire,2018,08,09,13,09,250,-116.902985,33.076239,2019,01,04,09,21
Syar Fire,2018,08,09,14,21,10,-122.26389,38.27229,2019,01,04,09,20
Hat Fire,2018,08,09,14,34,1900,-121.52225,40.99344,2019,01,04,09,21
Nelson Fire,2018,08,10,16,57,2162,-122.043747,38.431278,2019,01,04,09,20
Gulch Fire,2018,08,11,14,12,700,-120.82226,36.00912,2019,01,04,09,20
Oak Fire,2018,08,12,14,20,16,-121.07039,39.10494,2019,01,04,09,19
Cloverdale Fire,2018,08,13,14,58,100,-117.0242529,33.0971179,2019,01,04,09,19
River Fire,2018,08,15,17,14,496,-118.7393,35.79012,2019,01,04,09,19
Stone Fire,2018,08,15,18,05,39387,-121.04386,41.38544,2019,01,04,09,20
Mill Creek 1 Fire,2018,08,16,09,18,3674,-123.688056,41.07944,2019,01,04,09,17
Pine Fire,2018,08,16,16,06,114,-118.80138889,35.56888889,2019,01,04,09,17
Marcel Fire,2018,08,17,18,47,34,-118.51651,35.17156,2019,01,04,09,16
Alhambra Fire,2018,08,17,19,19,30,-122.14097,37.99618,2019,01,04,09,17
Call Fire,2018,08,18,15,17,367,-118.6525,35.51777778,2019,01,04,09,16
Gorge Fire,2018,08,19,07,32,155,-122.89055556,40.36888889,2019,01,04,09,16
Front Fire,2018,08,19,13,37,1014,-120.09222222,35.11416667,2019,01,04,09,16
Keller Fire,2018,08,19,15,55,10,-117.171731,33.627006,2019,01,04,09,16
Land Fire,2018,08,22,13,45,23,-117.066643,33.946896,2019,01,04,09,15
Eastman Fire,2018,08,23,15,40,289,-120.002619,37.197039,2019,01,04,09,15
Country Fire,2018,08,25,11,58,32,-117.20534,33.97902,2019,01,04,09,15
Castro Fire,2018,08,26,14,23,48,-122.02805,37.69926,2019,01,04,09,14
Cache Fire,2018,08,26,18,04,103,-122.57496,39.02017,2019,01,04,09,14
Winchester Fire,2018,08,27,10,49,36,-117.085354,33.640051,2019,01,04,09,13
Redinger Fire,2018,08,27,23,19,88,-119.431667,37.179167,2019,01,04,09,13
Grade Fire,2018,08,30,15,44,60,-122.3625,38.8275,2019,01,04,09,12
Sterling,2018,08,31,17,58,125,-117.244366,34.15475,2019,01,04,09,12
Ogilvy Fire,2018,09,01,14,22,172,-119.61416,34.576944,2019,01,04,09,12
Ridge Fire,2018,09,02,14,02,36,-122.97222,38.981389,2019,01,04,09,11
Essex Fire,2018,09,02,14,53,15,-120.72362,41.52123,2019,01,04,09,11
Kelsey Fire,2018,09,03,13,58,24,-122.85276,38.91842,2019,01,04,09,11
North Fire,2018,09,03,16,38,1120,-120.658333,39.268611,2019,01,04,09,10
Boot Fire,2018,09,04,14,26,6974,-119.45186,38.347395,2019,01,04,09,09
Ranchera Fire,2018,09,04,14,43,13,-122.400556,40.678889,2019,01,04,09,08
Sliger Fire,2018,09,04,15,03,150,-120.92611,38.94388,2019,01,04,09,09
Kerlin Fire,2018,09,04,15,20,1751,-123.52019,40.616251,2019,01,04,09,08
Delta Fire,2018,09,05,12,51,63311,-122.43,40.9425,2019,01,04,09,07
Tulloch Fire,2018,09,08,13,34,573,-120.61746,37.83388,2019,01,04,09,06
Snell Fire,2018,09,08,14,29,2490,-122.44468,38.69601,2019,01,04,09,06
Fork Fire,2018,09,09,12,10,166,-117.846111,34.2325,2019,01,04,09,05
Irving Fire,2018,09,10,19,00,152,-122.727,38.02447,2019,01,04,09,05
Water Fire,2018,09,12,11,25,200,-118.92485,34.91482,2019,01,04,09,06
Metz Fire,2018,09,13,15,37,411,-121.1563,36.35502,2019,01,04,09,04
Soboba Fire,2018,09,14,19,32,25,-116.93188,33.80406,2019,01,04,09,04
Reservoir Fire,2018,09,16,08,34,51,-120.64398,35.30151,2019,01,04,09,04
Meyers Fire,2018,09,20,12,39,12,-120.65672,38.7448,2019,01,04,09,03
Charlie Fire,2018,09,22,14,30,3380,-118.60858,34.48229,2019,01,04,09,03
Copper Fire,2018,09,22,14,41,53,-120.93005,40.33642,2019,01,04,09,03
Oak Fire,2018,09,22,15,44,360,-119.68912,37.38789,2019,01,04,09,03
Quimby Fire,2018,09,23,16,23,30,-121.75815,37.33563,2019,01,04,09,02
Nimshew Fire,2018,09,24,00,41,33,-121.62168,39.84151,2019,01,04,09,01
Keenbrook Fire,2018,09,26,10,56,53,-117.42431,34.24138,2019,01,04,09,00
Wilson Fire,2018,09,28,13,08,261,-121.43025,40.34256,2019,01,04,08,59
Silver Fire,2018,09,28,14,44,76,-122.17173,40.5939,2019,01,04,08,58
Shandon Fire,2018,09,29,09,30,80,-120.258,-120.258,2019,01,04,08,58
Nacimiento Fire,2018,10,02,12,32,150,-121.24898,35.97677,2019,01,04,08,57
Eagle Fire,2018,10,02,15,45,32,-119.3127769,36.938674,2019,01,04,09,47
Sun Fire,2018,10,07,12,51,3889,-122.18,40.22027778,2019,01,04,08,57
Park Fire,2018,10,07,12,57,63,-121.68694444,37.176944399999996,2019,01,04,08,57
Iron Gate Fire,2018,10,10,21,50,15,-122.43933,41.94046,2019,01,04,08,55
Winters Fire,2018,10,12,11,21,160,-121.94658,38.45673,2019,01,04,08,55
Priest Fire,2018,10,13,14,43,167,-120.69955,36.18401,2019,01,04,08,54
Tower Fire,2018,10,14,06,45,12,-122.51597,40.49618,2019,01,04,08,54
Masonic Fire,2018,10,14,11,33,38,-122.38366,40.60866,2019,01,04,08,53
Powellton Fire,2018,10,15,11,57,10,-121.54103,39.93427,2019,01,04,08,52
Camino Fire,2018,10,19,14,10,58,-120.48861,35.17693,2019,01,04,08,52
Market Fire,2018,10,24,12,18,120,-119.10433,36.47766,2019,01,04,08,51
June Fire,2018,10,30,14,46,550,-121.51707,39.36529,2019,01,04,08,50
Rincon Fire,2018,11,03,21,28,17,-122.046,37.0125,2019,01,04,08,50
Adams Fire,2018,11,05,10,17,60,-122.308479,40.346652,2019,01,04,08,50
Camp Fire,2018,11,08,06,33,153336,-121.4347,39.8134,2018,11,25,08,00
Horn Fire,2018,11,08,11,25,88,-120.19336,40.83116,2019,01,04,08,47
Brushy Fire,2018,11,08,11,58,35,-123.28774,39.62194,2019,01,04,08,49
Nurse Fire,2018,11,08,13,28,1500,-121.9424,38.21396,2019,01,04,08,47
Hill Fire,2018,11,08,14,03,4381,-118.93444,34.22685,2019,01,04,08,43
Woolsey Fire,2018,11,08,14,24,96949,-118.70128,34.235,2019,01,04,08,42
Peak Fire,2018,11,12,10,06,186,-118.64381589,34.26734825,2019,01,04,08,46
Green Hill Fire,2018,11,12,17,39,10,-124.001849,40.888785,2019,01,04,08,46
Sierra Fire,2018,11,13,08,19,147,-117.43184,34.18075,2019,01,04,08,45
Niles Fire,2018,11,14,14,56,20,-121.94182,37.61158,2019,01,04,08,45
Briggs Fire,2018,11,15,01,39,150,-119.09916667,34.30166667,2019,01,04,08,44
Morgan Fire,2018,11,15,13,31,20,-121.7944,37.81111,2019,01,04,08,44
Bear Fire ,2018,11,16,11,01,10,-122.12036,37.12857,2019,01,04,08,44
Honey Flooding,2018,11,29,23,30,0,-121.77385,39.71217,2019,01,04,08,42
Pilot Fire,2019,01,01,14,14,30,-123.67555556,40.61805556,2019,01,15,10,38
York Fire,2019,04,28,22,20,161,-120.09715,35.81778,2019,06,24,11,45
Cana Fire,2019,04,30,12,20,10,-121.957,39.83958,2019,05,08,08,47
Woody Fire,2019,04,30,18,37,115,-118.92545,35.65189,2019,05,08,08,47
Meridian Fire,2019,05,01,16,46,50,-121.905,39.85484,2019,05,08,08,47
Vulcan Fire,2019,05,03,15,04,172,-119.19454,35.03855,2019,05,08,08,48
Refuge Fire,2019,05,07,15,47,2500,-119.62762,35.72057,2019,05,09,09,37
Sugar Fire,2019,05,10,14,14,65,-120.76088,39.11536,2019,05,24,14,28
Border Fire,2019,05,13,18,46,22,-116.8663,32.557566,2019,05,19,09,26
Shady Fire,2019,05,18,22,53,130,-116.172534,33.650237,2019,05,24,14,23
Paskenta Fire,2019,05,20,10,57,63,-122.30737,39.98097,2019,05,24,14,23
Foothill Fire,2019,05,20,13,50,26,-117.18194,33.81678,2019,05,24,14,23
Belmont Fire,2019,05,29,17,10,835,-119.96498,35.30759,2019,06,03,08,44
Hill Fire,2019,05,29,17,18,121,-119.3046,36.66909,2019,06,05,15,07
66 Fire,2019,05,29,21,06,55,-116.1466,33.57039,2019,06,24,11,46
Diversion Fire,2019,05,30,12,41,45,-114.57265,33.69078,2019,06,03,08,48
Canyon Fire,2019,05,30,16,19,144,-121.22093,37.45899,2019,06,11,14,40
Spruce Fire,2019,06,01,15,49,155,-119.10974,36.28001,2019,06,11,14,48
Citrus Fire,2019,06,02,16,12,257,-118.99229,36.18479,2019,06,11,14,48
Yokohl Fire,2019,06,03,12,18,33,-118.85712,36.23012,2019,06,04,16,03
Bear Fire,2019,06,03,12,18,25,-118.80582,36.14246,2019,06,11,14,48
Boulder Fire,2019,06,05,10,49,1075,-119.913717,35.343761,2019,06,11,14,49
Willow Fire,2019,06,06,14,24,23,-121.9763,38.02503,2019,06,11,14,47
Nelson Fire ,2019,06,07,12,59,24,-122.12214,38.21416,2019,06,17,08,49
Watt Fire,2019,06,07,12,59,27,-121.39259,38.75263,2019,06,11,14,50
Stuhr Fire,2019,06,07,16,55,581,-121.09375,37.25988,2019,06,11,17,14
Levee Fire,2019,06,08,13,07,70,-121.56363,39.15641,2019,06,17,08,34
Ink Fire,2019,06,08,14,37,50,-122.47282,38.63047,2019,06,17,08,46
West Butte Fire,2019,06,08,14,37,1350,-121.85906,39.28926,2019,06,17,15,16
Sand Fire,2019,06,08,14,50,2220,-122.23922,38.88978,2019,06,17,10,40
Malech Fire,2019,06,09,14,29,210,-121.70768,37.21638,2019,06,11,17,17
Bitter Fire ,2019,06,10,11,55,120,-120.11738,35.57376,2019,06,11,17,18
Pauma Fire,2019,06,10,14,25,15,-116.97772,33.30267,2019,06,24,11,44
Calaveras Fire ,2019,06,10,15,16,35,-121.84082,37.44422,2019,06,17,08,46
Springs Fire,2019,06,10,17,51,47,-118.94106,35.89593,2019,06,11,17,18
McMillan Fire,2019,06,12,12,48,1763,-120.41128,35.66318,2019,06,24,10,25
Ardo Fire,2019,06,12,17,23,43,-120.88241,35.97059,2019,06,17,08,46
Rocky Fire,2019,06,14,16,14,17,-122.35962,41.64895,2019,06,17,10,39
32 Fire,2019,06,15,15,29,17,-121.73659,39.76242,2019,06,24,11,06
IronGate Fire,2019,06,16,20,33,10,-122.40157,41.94622,2019,06,21,14,23
Lumgrey Fire,2019,06,17,17,50,207,-121.85906,39.28926,2019,06,24,16,56
Weisgarber Fire,2019,06,20,14,56,120,-117.29665,33.39684,2019,06,21,14,22
Jerry Fire,2019,06,21,13,02,500,-117.103765,33.919507,2019,06,24,11,43
Mountain Fire,2019,06,21,14,42,30,-121.57382,37.75427,2019,06,24,11,06
Paskenta Fire,2019,06,22,03,12,46,-122.48277,39.97083,2019,06,24,11,43
Scott Fire,2019,06,24,11,57,80,-121.32399,39.24678,2019,06,24,18,30
Rock Fire,2019,06,25,08,54,2420,-121.28312,37.46577,2019,06,27,19,06
Lonoak Fire,2019,06,25,09,18,2546,-120.94771,36.28426,2019,06,26,18,02
Scott Fire,2019,06,25,13,51,80,-121.32399,39.24678,2019,06,25,13,50
Trinity Fire,2019,06,26,15,35,90,-122.66779,40.41404,2019,06,26,06,00
Mines Fire,2019,06,26,18,06,17,-121.534827,37.494136,2019,06,27,08,48
Dyer Fire,2019,06,26,22,43,148,-121.39419,38.73817,2019,06,27,08,26
Nuevo Fire,2019,06,27,16,14,20,-117.15738,33.80493,2019,06,27,17,36
Long Fire,2019,06,28,15,03,2,-121.00055556,39.40972222,2019,06,28,17,33
Otay Fire,2019,06,29,11,11,28,-116.91416667,32.62305556,2019,06,30,16,50
Wolf Fire ,2019,06,29,12,54,214,-116.980528,33.911,2019,06,30,15,51
Merced Fire ,2019,06,29,15,09,210,-120.242411,37.312877,2019,07,02,15,51
Mayberry Fire ,2019,06,29,22,07,12,-121.23431,39.32889,2019,06,29,18,20
Coyote Fire,2019,07,02,16,10,74,-121.694968,37.18904,2019,07,02,18,32
Hollow Fire,2019,07,03,15,34,283,-121.538382,37.63206,2019,07,05,07,50
Bikeway Fire,2019,07,05,09,46,25,-121.3697,37.469,2019,07,05,03,20
Fellow Fire,2019,07,05,13,33,24,-122.16201,37.99837,2019,07,05,14,58
Ranch Fire,2019,07,05,14,46,30,-122.767256,40.41741,2019,07,06,20,03
Snowstorm Fire,2019,07,05,16,37,263,-120.392768,40.679318,2019,07,06,07,49
Far Fire,2019,07,06,20,21,38,-121.35014,39.06066,,,,,
Lake Fire,2019,07,08,15,30,244,-120.296551,37.524378,,,,,
Gillis Fire,2019,07,08,16,44,1010,-120.2691666,35.6311111,2019,07,09,18,22
Sargent Fire,2019,07,09,21,43,190,-120.8092,35.95191,2019,07,10,16,04
Gibbel Fire ,2019,07,11,16,27,20,-116.953889,33.69055556,2019,07,11,08,26
Border Fire,2019,07,12,13,20,100,-116.7525,32.566389,2019,07,15,17,10
Lincoln Fire,2019,07,12,17,15,80,-116.07896,33.56938,2019,07,17,10,00
Mid Fire,2019,07,12,18,40,22,-121.586846,37.093243,2019,07,12,19,20
Horse Fire,2019,07,12,19,08,30,-122.435492,40.463936,,,,,
Orange fire,2019,07,13,10,36,96,-117.1228851,33.8128372,2019,07,13,15,13
Jasper Fire,2019,07,13,18,42,1165,-119.769881,39.631945,2019,07,16,08,50
South Fire ,2019,07,14,11,45,131,-118.96,34.366111,2019,07,15,14,10
